name,normalized_name,source,publisher,pdf_page,rating,relevance_score,demidius_recommendation,tags,rules_summary,rules_verification_status,evaluation_method,citation
Boulder Toss,boulder toss,Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When hurling a suitable object, you gain a +8 enhancement bonus to Strength.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Bow Spirit,bow spirit,Mythic Spell Compendium,Legendary Games / Kobold Press,40,B,67,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|weapon-focused,"If you have the appropriate Rapid Reload feat, you can create bow spirit that uses a different kind of ranged weapon that uses ammunition, including blowguns, crossbows, firearms, and slings. The spell’s effect is…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Bowstaff,bowstaff,Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Target weapon becomes a magic weapon and gains an additional 20 points of hardness. If a quality of the weapon cannot be applied to melee weapons, the weapon gains an additional enhancement bonus equivalent to the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Brand,brand,Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"A mythic brand may take the form of any sigil or symbol you choose, or a number of letters equal to 6 plus your mythic tier. Placing a mythic brand deals 1d3 points of damage.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
"Brand, Greater","brand, greater",Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The brand inflicts 2d6 points of damage and 2 points of Charisma damage. If brought within 100 feet of a symbol of your faith, whether or not the symbol is visible, the mythic greater brand envelops the creature’s…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Breaching Sphere,breaching sphere,Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,"A mythic breaching sphere reduces hardness as follows: for casters up to 9th level, it negates 10 hardness; for casters 10th-14th level, it negates 15 hardness; and for casters 15th level or higher it negates 20…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Break,break,Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Breath Of The Dead,breath of the dead,Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Creatures that fail their saves become nauseated for 1 round and sickened for 4 rounds. Creatures that successfully save are still sickened for 1 round.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Breath Of Veles,breath of veles,Mythic Spell Compendium,Legendary Games / Kobold Press,40,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"One non-mythic creature in the cone’s area of effect is automatically disintegrated if it fails its save. If more than one non-mythic creature is in the area of effect, the creature with the lowest HD is affected.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 40."
Breathlessness,breathlessness,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to your level for purposes of determining the spell’s duration.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Bright Errantry,bright errantry,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The number of “bright” rounds increases to 3.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Brilliant Inspiration,brilliant inspiration,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The target gains a bonus pool equal to your caster level plus your mythic tier. After rolling twice and choosing the better result, the target may add a bonus of up to one-half your mythic tier to the result of the die…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Bristle,bristle,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"When the target exchanges its natural armor bonus to AC for an enhancement bonus to damage, it gains a +2 damage bonus for each point of its natural armor bonus to AC that it sacrifices. The maximum reduction a…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Brittle Portal,brittle portal,Mythic Spell Compendium,Legendary Games / Kobold Press,41,B,60,"Relevant to strategic travel, Tartarus operations, extraction, or escape denial.",planar,"You add twice your mythic tier to the reduction in hardness of the target area. If you reduce the target area’s hardness below 0, the object or surface takes 1d4 points of damage per point of hardness reduction beyond…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Brittling,brittling,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Reduce the item’s hardness by an additional number of points equal to your mythic tier.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Broken Mind,broken mind,Mythic Spell Compendium,Legendary Games / Kobold Press,41,D,34,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",wrong-chassis,"The extract still bends your mind, but you have a measure of control over the madness (you are still immune to attempts to read your mind). You suffer no penalty to Intelligence-based checks.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Brow Gasher,brow gasher,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The duration of the spell does not end when it is discharged—if you hit the same creature again during the duration, each further hit that deals damage increases the creature’s penalty to the creature’s attacks by 1.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Bull’S Strength,bull's strength,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your target gains a bonus to Strength checks equal to half your mythic tier and your carrying capacity is doubled. Augmented (6th): If you expend two uses of mythic power, the target gains a +6 enhancement bonus to its…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
"Bull’S Strength, Mass","bull's strength, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,41,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"As mythic bull’s strength, but affecting one creature per level within range; the targets need not be within 30 feet of each other.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Bullet Shield,bullet shield,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The base deflection bonus from this spell increases to +6. There is a 50% chance that any ranged critical hit or ranged sneak attack is negated and treated as a normal hit.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Bulwark Of Blades,bulwark of blades,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to the dagger’s attack and damage rolls.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Bungle,bungle,Mythic Spell Compendium,Legendary Games / Kobold Press,41,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You increase the maximum Hit Dice you can affect with this spell to 10 plus your mythic tier. In addition, if the target is a non-mythic creature, it must succeed on a Will save after taking the penalty from this spell…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 41."
Buoyant,buoyant,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The DCs to walk on water are reduced by 3. Augmented (3rd): If you expend two uses of mythic power, the DCs to walk on water are reduced by 5.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burning Gaze,burning gaze,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burning Monkey Swarm,burning monkey swarm,Mythic Spell Compendium,Legendary Games / Kobold Press,42,B,62,Potential party-force multiplier consistent with Demidius's support and command role.,casting-reliability|damage|party,"The spell burns even more wildly, resembling a great flaming mass filled with shadowy monkey faces. The fire damage increases to 2d6 hp.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burrow,burrow,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burrowing Burst,burrowing burst,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The creature or creatures affected become fatigued rather than exhausted at the end of the spell’s duration. They still must lose this condition before the spell can be cast on them again.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burst Bonds,burst bonds,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,45,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,"Your blast to burst your bonds deals 1d10 points of damage per caster level (maximum 10d10) to the target object, ignoring hardness of less than 20. When targeting a creature that is grappling or otherwise restraining…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burst Of Glory,burst of glory,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,56,Potential party-force multiplier consistent with Demidius's support and command role.,party,"Increase the sacred bonus on attack rolls to +2 and the sacred bonus on saves against fear by an amount equal to one-half your mythic tier (minimum 1), and add your mythic tier to the number of temporary hit points…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burst Of Nettles,burst of nettles,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,56,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,casting-reliability|damage,"The stinging nettles created by this spell cling to targets for a number of rounds equal to your mythic tier, regardless of whether they save. A creature covered in these clinging leaves takes a ─20 penalty on Stealth…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burst Of Speed,burst of speed,Mythic Spell Compendium,Legendary Games / Kobold Press,42,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The movement bonus granted by this spell increases to +30 ft. and is not affected by type of armor worn.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Burst With Light,burst with light,Mythic Spell Compendium,Legendary Games / Kobold Press,42,B+,76,Fits the Hermes/Fate's Favored luck engine; verify bonus type and stacking before use.,battlefield-control|divination|enchantment|luck|party|wrong-chassis,"Increase damage to 2d8 points of damage per round (2d10 for undead), and the target is dazzled by its own radiance. You increase the maximum duration of the effect by a number of rounds equal to one-half your mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 42."
Cackling Skull,cackling skull,Mythic Spell Compendium,Legendary Games / Kobold Press,44,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Creatures that hear the cackling skull become frightened for 1d4 rounds on a failed save and are shaken for 1 round even on a successful save.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 44."
Cacophonous Call,cacophonous call,Mythic Spell Compendium,Legendary Games / Kobold Press,44,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"On a failed save, the target is both nauseated and sickened. If the target is a non-mythic creature, it is sickened for a number of rounds equal to one-half your mythic tier even on a successful save.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 44."
"Cacophonous Call, Mass","cacophonous call, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,44,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"This spell functions as mythic cacophonous call, but you can affect an additional number of targets equal to one-half your mythic tier, and the targets need not be within 30 feet of each other.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 44."
Caging Bomb Admixture,caging bomb admixture,Mythic Spell Compendium,Legendary Games / Kobold Press,44,C,44,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control|wrong-chassis,"Your caging bomb admixture affects creatures that take splash damage from the bomb even on a missed attack, affecting any creature(s) that fit inside its splash radius. The cage of force created by the bomb is as…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 44."
Calcific Touch,calcific touch,Mythic Spell Compendium,Legendary Games / Kobold Press,44,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You deal 1d6 points of Dexterity damage with each successful touch, and creatures failing their saving throw are slowed (as the spell) and entangled for 1 round.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 44."
Call Animal,call animal,Mythic Spell Compendium,Legendary Games / Kobold Press,44,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 44."
Call Cannibals,call cannibals,Mythic Spell Compendium,Legendary Games / Kobold Press,44,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You may summon 1d4+1 fiendish cannibals, 1d3 fiendish mythic ghouls (or lacedons), or 1 fiendish mythic ghast, as described in the Mythic Monster Manual. If you do not have that product, you can apply the savage mythic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 44."
Call Construct,call construct,Mythic Spell Compendium,Legendary Games / Kobold Press,45,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|divination|planar,"You can cast this spell on a construct without first casting arcane mark, and if you no longer control the construct you learn its precise location, as if you had cast discern location. The spell cannot be dispelled by…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Lightning Storm,call lightning storm,Mythic Spell Compendium,Legendary Games / Kobold Press,45,D,37,Generally inefficient for Demidius because the party already has overwhelming damage specialists.,damage,Each lightning bolt’s damage increases to 5d10 points of damage (10d8 points outdoors in stormy weather). Half of this damage is electricity and half is sonic damage.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Of Earth And Stone,call of earth and stone,Mythic Spell Compendium,Legendary Games / Kobold Press,45,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to your caster level for purposes of determining the chance that the creature knows the answers you seek.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Of Fire,call of fire,Mythic Spell Compendium,Legendary Games / Kobold Press,45,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The spell’s duration is increased by a number of rounds equal to your mythic tier. Augmented (7th): If you expend three uses of mythic power, the weapons affected gain the flaming burst property.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Of The Dead,call of the dead,Mythic Spell Compendium,Legendary Games / Kobold Press,45,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Creating burning or bloody skeletons at the time of casting only requires reducing the spell’s duration to 30 min./level. Augmented (5th): If you expend three uses of mythic power, you can create burning or bloody…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Of The Grave,call of the grave,Mythic Spell Compendium,Legendary Games / Kobold Press,45,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The area of effect increases to a 40-ft. radius spread.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Valkyrie,call valkyrie,Mythic Spell Compendium,Legendary Games / Kobold Press,45,B,60,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,"The valkyrie summoned gains the advanced template, not including the increase to natural armor. If you attempt to force the valkyrie to perform a task, she receives a –2 penalty to all attempts to escape your magic…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Voidling,call voidling,Mythic Spell Compendium,Legendary Games / Kobold Press,45,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The spell’s duration is increased by a number of rounds equal to your mythic tier.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Weapon,call weapon,Mythic Spell Compendium,Legendary Games / Kobold Press,45,D,40,"Low priority because Demidius is not a weapon, bomb, natural-attack, or companion-focused damage build.",weapon-focused,"You can call a melee or ranged weapon from a willing ally, with a range of up to 60 feet. You can also call an unattended weapon to your hand in the same fashion.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 45."
Call Woodland Beings,call woodland beings,Mythic Spell Compendium,Legendary Games / Kobold Press,46,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic lesser call woodland beings, but you can call one or more non-mythic fey, plants, magical beasts, or animals with the fey animal templateLLK whose Hit Dice total no more than 12 plus half your mythic tier, or…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 46."
"Call Woodland Beings, Greater","call woodland beings, greater",Mythic Spell Compendium,Legendary Games / Kobold Press,46,C,53,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"As mythic lesser call woodland beings, but you can call one or more non-mythic fey, plants, magical beasts, or animals wih the fey animal template LLK whose Hit Dice total no more than 18 plus half your mythic tier, or…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 46."
"Call Woodland Beings, Lesser","call woodland beings, lesser",Mythic Spell Compendium,Legendary Games / Kobold Press,46,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You can call one or two non-mythic fey, plants, magical beasts, or animals with the fey animal template LLK whose Hit Dice total no more than 6 plus half your mythic tier, and the payment required for such a creature…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 46."
Calling Card,calling card,Mythic Spell Compendium,Legendary Games / Kobold Press,46,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to the ranged touch attack required to implant the object into the target.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 46."
Calm Animals,calm animals,Mythic Spell Compendium,Legendary Games / Kobold Press,46,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"The number of Hit Dice of animals you can calm with this spell is increased by an amount equal to your mythic tier, and the animals you target need only be within range; they need not be within 30 feet of each other.…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 46."
Calm Emotions,calm emotions,Mythic Spell Compendium,Legendary Games / Kobold Press,46,A,83,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",casting-reliability|dispel|leadership,This spell lasts a number of rounds equal to half your mythic tier after you stop concentrating. The effect ends immediately if you attack.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 46."
Calm The Waves,calm the waves,Mythic Spell Compendium,Legendary Games / Kobold Press,47,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to your level for purposes of determining how long this spell lasts.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 47."
Campfire Wall,campfire wall,Mythic Spell Compendium,Legendary Games / Kobold Press,47,B,60,"Useful follow-up control after the opening dispel, though exact save and immunity profile determines priority.",battlefield-control,Creatures inside the mythic campfire wall when it is cast can freely pass in and out without ill effect. Other creatures passing through the barrier from outside take 2d6 points of damage and catch on fire (Reflex…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 47."
Cannibal Compulsion,cannibal compulsion,Mythic Spell Compendium,Legendary Games / Kobold Press,47,B,63,Supports the enchantment package after mind blank and immunity-granting effects are removed.,casting-reliability|enchantment|weapon-focused,The target adds one-half your mythic tier (minimum 1) on combat maneuver checks to grapple and on damage rolls with its bite attack against creatures of its own type. It also adds one-half your mythic tier (minimum 1)…,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 47."
Cannibalize,cannibalize,Mythic Spell Compendium,Legendary Games / Kobold Press,47,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Up to 6 HD of undead creatures can be affected by this spell.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 47."
Canopic Conversion,canopic conversion,Mythic Spell Compendium,Legendary Games / Kobold Press,47,C,57,Supports the enchantment package after mind blank and immunity-granting effects are removed.,damage|enchantment,"Increase damage to 1d8 points of damage per caster level (maximum 20d8). If the target is killed, it awakens 1d4 rounds later as a mummy or advanced mummy which remains under your command (as if you had used the…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 47."
Cape Of Wasps,cape of wasps,Mythic Spell Compendium,Legendary Games / Kobold Press,48,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,The mythic version of this spell is described in Pathfinder Roleplaying Game Mythic Adventures.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 48."
Carrion Hammer,carrion hammer,Mythic Spell Compendium,Legendary Games / Kobold Press,48,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"You add your mythic tier to your base attack bonus when attacking with the carrion hammer, and to your caster level for the purpose of determining the damage dealt by your carrion hammer. If your carrion hammer is…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 48."
Cast Out,cast out,Mythic Spell Compendium,Legendary Games / Kobold Press,48,B+,78,"Relevant to Demidius's anti-magic role; evaluate action cost, check reliability, and whether it removes multiple protections.",dispel|enchantment,"The target takes 4d6 points of nonlethal damage + 1 point per caster level (maximum +15). You add one- half your mythic tier (minimum +1) on caster level checks to dispel charm, compulsion, and possession effects, and…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 48."
Castigate,castigate,Mythic Spell Compendium,Legendary Games / Kobold Press,48,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"On a failed save, the target drops prone and then cowers. If the creature is already affected by a fear effect, it takes an additional -2 penalty on its save against this spell.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 48."
"Castigate, Mass","castigate, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,48,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"This spell functions as mythic castigate, but you can affect an additional number of targets equal to one- half your mythic tier, and the targets need not be within 30 feet of each other. Augmented (3rd): If you expend…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 48."
Cat’S Grace,cat's grace,Mythic Spell Compendium,Legendary Games / Kobold Press,48,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,"Your target gains a bonus to Dexterity checks equal to half your mythic tier, and once during the spell’s duration as a free action you can ignore an effect that would cause you to fall prone. Augmented (6th): If you…",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 48."
"Cat’S Grace, Mass","cat's grace, mass",Mythic Spell Compendium,Legendary Games / Kobold Press,49,B,59,Potential party-force multiplier consistent with Demidius's support and command role.,party,"As mythic cat’s grace, but affecting one creature per level; the targets need not be within 30 feet of each other.",Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
Catapult,catapult,Mythic Spell Compendium,Legendary Games / Kobold Press,49,C,50,General utility or niche mythic enhancement; prepare through Inspired Spell or broad spell access when the situation warrants.,utility,Add your mythic tier to the attack rolls you make to hurl objects.,Verified - full-text extracted,Automated first-pass,"Mythic Spell Compendium (Legendary Games/Kobold Press, 2015), PDF p. 49."
