profile,score,title,url,category,authority,publisher,source_title,word_count,matched_terms,review_status
Dawnrunner,57,Vehicles,https://www.d20pfsrd.com/gamemastering/other-rules/vehicles/,gamemastering,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,8130,crew; profession (sailor); sailing ship; sails,discovery-indexed; contextual verification required
Dawnrunner,56,The Pirate Crew,https://www.d20pfsrd.com/extras/pirates-arrr-us/the-pirate-crew/,extras,Third-party,"Living Imagination, Inc",Pirates!,903,boarding; cannon; crew; navigation; sails,discovery-indexed; contextual verification required
Dawnrunner,52,Draugr Crew (Mythic),https://www.d20pfsrd.com/bestiary/monster-listings/undead/draugr-crew-mythic/,bestiary,Third-party,Legendary Games,Sea Monsters (PF1),1157,cannon; crew; profession (sailor); sailing ship; siege engine,discovery-indexed; contextual verification required
Dawnrunner,51,Naval Siege Engines,https://www.d20pfsrd.com/gamemastering/other-rules/ship-combat/naval-siege-engines/,gamemastering,Paizo,Paizo Inc.,Skull & Shackles Player’s Guide,3522,boarding; crew; sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,50,Galley,https://www.d20pfsrd.com/equipment/vehicles/water-vehicles/galley/,equipment,Paizo,Paizo Inc.,Skull & Shackles Player’s Guide,543,crew; profession (sailor); sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,50,Naval Terminology,https://www.d20pfsrd.com/gamemastering/other-rules/ship-combat/naval-terminology/,gamemastering,Third-party,"Living Imagination, Inc",Pirates!,2763,cannon; crew; sailing ship; sails,discovery-indexed; contextual verification required
Dawnrunner,50,Warship,https://www.d20pfsrd.com/equipment/vehicles/water-vehicles/warship/,equipment,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,479,crew; profession (sailor); sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,49,Junk,https://www.d20pfsrd.com/equipment/vehicles/water-vehicles/junk/,equipment,Paizo,Paizo Inc.,Skull & Shackles Player’s Guide,311,crew; profession (sailor); sailing ship; sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,48,Buildings,https://www.d20pfsrd.com/gamemastering/other-rules/kingdom-building/settlements/buildings/,gamemastering,Unclassified,,,22704,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,48,Siege Warfare & Buildings,https://www.d20pfsrd.com/gamemastering/other-rules/kingdom-building/settlements/buildings/siege-warfare-buildings/,gamemastering,Third-party,Legendary Games,Ultimate Strongholds,6285,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,48,Sorcerer/Wizard,https://www.d20pfsrd.com/magic/spell-lists-and-domains/spell-lists-sorcerer-and-wizard/,magic,Unclassified,,,23620,cannon; control weather; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,47,Elite Cannon Artillerist Battery (CR 11),https://www.d20pfsrd.com/bestiary/npc-s/npcs-cr-11/elite-cannon-artillerist-battery-cr-11/,bestiary,Third-party,Legendary Games,Fort Scurvy,408,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,47,Travel By Boat,https://www.d20pfsrd.com/extras/community-creations/panakos-lab/game-mastering/travel-by-boat/,extras,Community,,,1544,favorable wind; navigation; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,45,Vehicles,https://www.d20pfsrd.com/equipment/vehicles/,equipment,Unclassified,,,2500,crew; sailing ship; sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,43,Siege Engineer,https://www.d20pfsrd.com/classes/core-classes/fighter/archetypes/fighter-archetypes-d20pfsrd-com-publishing/siege-engineer/,classes,Third-party,d20pfsrd.com Publishing,"Blood & Steel, Book 1: The Fighter",786,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,42,Bone Ship (Mythic),https://www.d20pfsrd.com/bestiary/monster-listings/undead/bone-ship-mythic/,bestiary,Third-party,Legendary Games,Sea Monsters (PF1),1864,cannon; crew; profession (sailor); sails,discovery-indexed; contextual verification required
Dawnrunner,42,Siege Engine: Dragon Ballista,https://www.d20pfsrd.com/gamemastering/other-rules/siege-engines/3rd-party-publishers/adamant-entertainment/siege-engine-dragon-ballista/,gamemastering,Third-party,"Adamant Entertainment, Inc. Authors: Walt Ciechanowski and Gareth-Michael Skarka","Tome of Secrets,",81,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,42,Technician,https://www.d20pfsrd.com/alternative-rule-systems/3rd-party-rules-systems/spheres-of-might/character-options/classes/classes/technician/,alternative-rule-systems,Third-party,Drop Dead Studios LLC,"Spheres of Might,",17481,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,41,Master Siege Engineer (Combat),https://www.d20pfsrd.com/feats/combat-feats/master-siege-engineer-combat/,feats,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,85,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,40,"Furniture, Trade Goods & Vehicles",https://www.d20pfsrd.com/equipment/goods-and-services/furniture-trade-goods-vehicles/,equipment,Unclassified,,,2925,crew; sailing ship; sails,discovery-indexed; contextual verification required
Dawnrunner,40,"Golem, Cannon",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-cannon/,bestiary,Paizo,Paizo Inc.,"Pathfinder Roleplaying Game Bestiary 3,",1084,cannon; siege engine,discovery-indexed; contextual verification required
Dawnrunner,40,Keelboat,https://www.d20pfsrd.com/equipment/vehicles/water-vehicles/keelboat/,equipment,Paizo,Paizo Inc.,Skull & Shackles Player’s Guide,262,crew; profession (sailor); sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,40,Longship,https://www.d20pfsrd.com/equipment/vehicles/water-vehicles/longship/,equipment,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,290,crew; profession (sailor); sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,37,Bone Ship,https://www.d20pfsrd.com/bestiary/monster-listings/undead/bone-ship/,bestiary,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Bestiary 5,1431,cannon; crew; profession (sailor); sails,discovery-indexed; contextual verification required
Dawnrunner,37,Siege Engineer (Combat),https://www.d20pfsrd.com/feats/combat-feats/siege-engineer-combat/,feats,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,67,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,36,Hazards and Disasters – Rite Publishing,https://www.d20pfsrd.com/gamemastering/afflictions/hazards-and-disasters-rite-publishing/,gamemastering,Third-party,,101 Hazards and Disasters,32412,cannon; control weather; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,35,Arcane Cannon,https://www.d20pfsrd.com/magic/all-spells/a/arcane-cannon/,magic,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,439,cannon,discovery-indexed; contextual verification required
Dawnrunner,35,Augmented Spells,https://www.d20pfsrd.com/alternative-rule-systems/paizo-rules-systems/mythic/mythic-magic/augmented-spells/,alternative-rule-systems,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Mythic Adventures,22464,cannon; control weather,discovery-indexed; contextual verification required
Dawnrunner,35,Beam Cannon,https://www.d20pfsrd.com/magic-items/magic-weapons/specific-magic-weapons/beam-cannon/,magic-items,Paizo,Paizo Inc.,Pathfinder Adventure Path #89: Palace of Fallen Stars,777,cannon,discovery-indexed; contextual verification required
Dawnrunner,35,Bore Cannon,https://www.d20pfsrd.com/magic-items/3rd-party-magic-items/magic-items-legendary-games/bore-cannon/,magic-items,Third-party,,,373,cannon,discovery-indexed; contextual verification required
Dawnrunner,35,Control Weather,https://www.d20pfsrd.com/magic/all-spells/c/control-weather/,magic,Paizo,Paizo Inc.,Pathfinder RPG Core Rulebook,328,control weather,discovery-indexed; contextual verification required
Dawnrunner,35,Control Weather (Hellenic),https://www.d20pfsrd.com/magic/3rd-party-spells/sean-k-reynolds-games/hellenic-control-weather/,magic,Third-party,Sean K Reynolds. All rights reserved,New Argonauts,244,control weather,discovery-indexed; contextual verification required
Dawnrunner,35,Dread Cannonade (CR 11),https://www.d20pfsrd.com/gamemastering/traps-hazards-and-special-terrains/traps-3rd-party/dread-cannonade-cr-11/,gamemastering,Third-party,Total Party Kill Games,"Infamous Adversaries: Raxath’Viz, the Creeping Rot,",89,cannon,discovery-indexed; contextual verification required
Dawnrunner,35,"Golem, Cannonade",https://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem-cannonade/,bestiary,Third-party,Legendary Games,Sea Monsters (PF1),489,cannon,discovery-indexed; contextual verification required
Dawnrunner,35,"Ki Cannon (Combat, Technique)",https://www.d20pfsrd.com/feats/3rd-party-feats/little-red-goblin-games/ki-cannon-combat-technique/,feats,Third-party,Little Red Goblin Games LLC,Heroes of the East II,202,cannon,discovery-indexed; contextual verification required
Dawnrunner,35,Magic Siege Engine,https://www.d20pfsrd.com/magic/all-spells/m/magic-siege-engine/,magic,Unclassified,,,222,siege engine,discovery-indexed; contextual verification required
Dawnrunner,35,Psychokinetic Cannon,https://www.d20pfsrd.com/alternative-rule-systems/3rd-party-rules-systems/psionics-unleashed/psionic-powers/p/psychokinetic-cannon/,alternative-rule-systems,Third-party,Dreamscarred Press,Psionics Expanded: Advanced Psionics Guide,291,cannon,discovery-indexed; contextual verification required
Dawnrunner,35,Skill Challenges (3pp),https://www.d20pfsrd.com/skills/skill-challenges/,skills,Unclassified,Everyman Gaming LLC,Skill Challenge Handbook,58668,boarding; profession (sailor); sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,35,"Symbiont, Pod Cannon",https://www.d20pfsrd.com/bestiary/monster-listings/plants/plant-symbionts/symbiont-pod-cannon/,bestiary,Third-party,Legendary Games,Alien Codex,545,cannon,discovery-indexed; contextual verification required
Dawnrunner,34,Cleric/Oracle,https://www.d20pfsrd.com/magic/spell-lists-and-domains/spell-lists-cleric/,magic,Unclassified,,,12427,control weather; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,34,Deep Sea Pirate,https://www.d20pfsrd.com/classes/prestige-classes/other-paizo/c-d/deep-sea-pirate/,classes,Paizo,Paizo Inc.,Pathfinder Player Companion: Pirates of the Inner Sea,1160,crew; navigation; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,34,Home,https://www.d20pfsrd.com/,home,Unclassified,,,716,naval combat; ship combat; siege engine,discovery-indexed; contextual verification required
Dawnrunner,32,Fighter,https://www.d20pfsrd.com/classes/core-classes/fighter/,classes,Paizo,Paizo Inc.,Pathfinder RPG Core Rulebook,8166,boarding; siege engine,discovery-indexed; contextual verification required
Dawnrunner,30,Firearms,https://www.d20pfsrd.com/equipment/weapons/firearms/,equipment---final,Unclassified,,,5173,cannon; siege engine,discovery-indexed; contextual verification required
Dawnrunner,30,Vanguard Spells,https://www.d20pfsrd.com/classes/3rd-party-classes/ascension-games-llc/vanguard/vanguard-spells/,classes,Third-party,"Ascension Games, LLC","Path of Iron,",3407,cannon; siege engine,discovery-indexed; contextual verification required
Dawnrunner,29,Half-elf Tactician (CR 7),https://www.d20pfsrd.com/bestiary/npc-s/npcs-cr-7/half-elf-tactician-cr-7/,bestiary,Third-party,Legendary Games,Fort Scurvy,336,crew; profession (sailor); siege engine,discovery-indexed; contextual verification required
Dawnrunner,29,Machinesmith,https://www.d20pfsrd.com/classes/3rd-party-classes/louis-porter-jr-design/machinesmith/,classes,Third-party,"Louis Porter Jr. Design, Inc",Classes of NeoExodus: Machinesmith,9863,cannon; control weather; crew,discovery-indexed; contextual verification required
Dawnrunner,28,Anchored Navigation,https://www.d20pfsrd.com/alternative-rule-systems/3rd-party-rules-systems/psionics-unleashed/psionic-powers/a/anchored-navigation/,alternative-rule-systems,Third-party,Dreamscarred Press,Psionics Unleashed,195,navigation,discovery-indexed; contextual verification required
Dawnrunner,28,"Axe, Boarding",https://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/boarding-axe/,equipment,Paizo,Paizo Inc.,Pathfinder Player Companion: Adventurer’s Armory 2,70,boarding,discovery-indexed; contextual verification required
Dawnrunner,28,Boarding Pike of Repelling,https://www.d20pfsrd.com/magic-items/magic-weapons/specific-magic-weapons/boarding-pike-of-repelling/,magic-items,Paizo,Paizo Inc.,Pathfinder Adventure Path #55: The Wormwood Mutiny,131,boarding,discovery-indexed; contextual verification required
Dawnrunner,28,Boarding Plank,https://www.d20pfsrd.com/magic/3rd-party-spells/frog-god-games/boarding-plank/,magic,Third-party,,,114,boarding,discovery-indexed; contextual verification required
Dawnrunner,28,Fill the Sails,https://www.d20pfsrd.com/magic/3rd-party-spells/frog-god-games/fill-the-sails/,magic,Third-party,,,143,sails,discovery-indexed; contextual verification required
Dawnrunner,28,Fill the Sails,https://www.d20pfsrd.com/magic/3rd-party-spells/necromancer-games/fill-the-sails/,magic,Third-party,"Necromancer Games, Inc",Dead Man’s Chest,94,sails,discovery-indexed; contextual verification required
Dawnrunner,28,Funayurei,https://www.d20pfsrd.com/bestiary/monster-listings/undead/funayurei/,bestiary,Unclassified,,TheCreatureCodex.Tumblr.com Author: thecreaturecodex,652,crew; profession (sailor); sailing ship,discovery-indexed; contextual verification required
Dawnrunner,28,"Gaff, Boarding",https://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/boarding-gaff/,equipment,Paizo,Paizo Inc.,Pathfinder Player Companion: Adventurer’s Armory 2,148,boarding,discovery-indexed; contextual verification required
Dawnrunner,28,Legendary Arcanist,https://www.d20pfsrd.com/classes/3rd-party-classes/legendary-games/legendary-arcanist/,classes,Third-party,Legendary Games,"Legendary Arcanists,",8914,cannon; control weather; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,28,"Pike, Boarding",https://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/boarding-pike/,equipment,Paizo,Paizo Inc.,Pathfinder Player Companion: Pirates of the Inner Sea,103,boarding,discovery-indexed; contextual verification required
Dawnrunner,28,Ship’s Boat,https://www.d20pfsrd.com/equipment/vehicles/water-vehicles/ship-s-boat/,equipment,Paizo,Paizo Inc.,Skull & Shackles Player’s Guide,270,boarding; crew; profession (sailor); sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,27,Light Artillerist Battery (CR 5),https://www.d20pfsrd.com/bestiary/npc-s/npcs-cr-5/light-artillerist-battery-cr-5/,bestiary,Third-party,Legendary Games,Fort Scurvy,626,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,26,Alternate Crafting Rules,https://www.d20pfsrd.com/skills/alternate-crafting-rules/,skills,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Pathfinder Unchained,2949,sailing ship; siege engine,discovery-indexed; contextual verification required
Dawnrunner,26,Feathered Galley,https://www.d20pfsrd.com/equipment/vehicles/air-vehicles/feathered-galley/,equipment,Paizo,Paizo Inc.,Pathfinder Campaign Setting: Lost Treasures,305,crew; profession (sailor); sails; siege engine,discovery-indexed; contextual verification required
Dawnrunner,26,Ship in a Bottle,https://www.d20pfsrd.com/bestiary/monster-listings/constructs/ship-in-a-bottle/,bestiary,Paizo,Paizo Inc.,Pathfinder Adventure Path #57: Tempest Rising,978,crew; sailing ship; sails,discovery-indexed; contextual verification required
Dawnrunner,26,Stamina and Combat Tricks Optional Rules,https://www.d20pfsrd.com/gamemastering/other-rules/stamina-and-combat-tricks-optional-rules/,gamemastering,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Pathfinder Unchained,21461,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,25,Bombardier (Ranger Archetype),https://www.d20pfsrd.com/classes/core-classes/ranger/archetypes/legendary-games-ranger-archetypes/bombardier-ranger-archetype/,classes,Third-party,Legendary Games,Legendary Planet Adventure Path,1337,cannon; siege engine,discovery-indexed; contextual verification required
Dawnrunner,25,"Couatl, Auwaz",https://www.d20pfsrd.com/bestiary/monster-listings/outsiders/couatl/couatl-auwaz/,bestiary,Paizo,Paizo Inc.,Pathfinder Adventure Path #140: Eulogy for Roslar’s Coffer,1324,favorable wind; profession (sailor); sailing ship,discovery-indexed; contextual verification required
Dawnrunner,25,Mass Combat (3pp),https://www.d20pfsrd.com/gamemastering/other-rules/mass-combat/3rd-party-mass-combat/,gamemastering,Third-party,Legendary Games,Ultimate Battle,8016,cannon; control weather; siege engine,discovery-indexed; contextual verification required
Dawnrunner,25,Monster Types & Subtypes from 3rd Party Publishers,https://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types/new-creature-subtypes/,bestiary,Unclassified,,,2346,cannon; control weather,discovery-indexed; contextual verification required
Dawnrunner,25,Mythic Magic,https://www.d20pfsrd.com/alternative-rule-systems/paizo-rules-systems/mythic/mythic-magic/,alternative-rule-systems,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Mythic Adventures,3509,cannon; control weather,discovery-indexed; contextual verification required
Dawnrunner,25,Pirate Crewmember (CR 6),https://www.d20pfsrd.com/bestiary/npc-s/npcs-cr-6/pirate-crewmember-cr-6/,bestiary,Third-party,Legendary Games,Fort Scurvy,405,crew; profession (sailor); sails,discovery-indexed; contextual verification required
Dawnrunner,25,Siege Gunner,https://www.d20pfsrd.com/classes/base-classes/gunslinger/archetypes/paizo-gunslinger-archetypes/siege-gunner-gunslinger-archetype/,classes,Paizo,Paizo Inc.,Pathfinder Campaign Setting: Inner Sea Combat,436,cannon; siege engine,discovery-indexed; contextual verification required
Dawnrunner,25,Unseen Crew,https://www.d20pfsrd.com/magic/all-spells/u/unseen-crew/,magic,Paizo,Paizo Inc.,Pathfinder Player Companion: Pirates of the Inner Sea,206,crew; profession (sailor); sails,discovery-indexed; contextual verification required
Dawnrunner,24,Animated Artillery,https://www.d20pfsrd.com/magic/3rd-party-spells/legendary-games/animated-artillery/,magic,Third-party,Legendary Games,Ultimate Strongholds,314,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,24,Black Flag Bandit (Legendary Gunslinger Archetype),https://www.d20pfsrd.com/classes/3rd-party-classes/legendary-games/classes-3rd-party-classes-legendary-games-legendary-gunslinger/classes-3rd-party-classes-legendary-games-legendary-gunslinger-archetypes-black-flag-bandit/,classes,Third-party,Legendary Games. Authors: Dave Nelson and Hal Kennette,"Legendary Gunslinger,",450,cannon; crew; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,24,Combat Feats,https://www.d20pfsrd.com/feats/combat-feats/,feats,Unclassified,,,26499,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,24,Harnessing the Natural Laws: Technology in Your Game,https://www.d20pfsrd.com/extras/community-creations/brreitz-s-lab/technology/,extras,Community,,,3629,cannon; navigation,discovery-indexed; contextual verification required
Dawnrunner,24,Privateer,https://www.d20pfsrd.com/alternative-rule-systems/3rd-party-rules-systems/path-of-war/classes/martial-class-templates/privateer-template/,alternative-rule-systems,Third-party,,,1468,boarding; crew; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,24,Siege Mage,https://www.d20pfsrd.com/classes/core-classes/wizard/archetypes/paizo-wizard-archetypes/siege-mage/,classes,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,425,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,24,Wyrm Sniper,https://www.d20pfsrd.com/classes/base-classes/gunslinger/archetypes/paizo-gunslinger-archetypes/wyrm-sniper-gunslinger-archetype/,classes,Paizo,Paizo Inc.,Pathfinder Player Companion: Dragonslayer’s Handbook,443,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,23,Airship,https://www.d20pfsrd.com/equipment/vehicles/air-vehicles/airship/,equipment,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,221,crew; sailing ship; siege engine,discovery-indexed; contextual verification required
Dawnrunner,23,Draugr (Mythic),https://www.d20pfsrd.com/bestiary/monster-listings/undead/draugr-mythic/,bestiary,Third-party,Legendary Games,Sea Monsters (PF1),496,crew; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,23,"Zeppelin, War (3pp)",https://www.d20pfsrd.com/equipment/vehicles/air-vehicles/zeppelin-war/,equipment,Third-party,"ICOSA Entertainment, LLC",Pure Steam Campaign Setting,370,crew; navigation; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,22,Coastal Pirate,https://www.d20pfsrd.com/classes/prestige-classes/other-paizo/c-d/coastal-pirate/,classes,Paizo,Paizo Inc.,Pathfinder Chronicles Campaign Setting,1233,crew; navigation; sailing ship,discovery-indexed; contextual verification required
Dawnrunner,22,Heavy Artillerist Battery (CR 7),https://www.d20pfsrd.com/bestiary/npc-s/npcs-cr-7/heavy-artillerist-battery-cr-7/,bestiary,Third-party,Legendary Games,Fort Scurvy,436,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,22,Indirect Elite Artillerist Battery (CR 11),https://www.d20pfsrd.com/bestiary/npc-s/npcs-cr-11/indirect-elite-artillerist-battery-cr-11/,bestiary,Third-party,Legendary Games,Fort Scurvy,478,cannon; crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,22,Pirates ARRR Us!,https://www.d20pfsrd.com/extras/pirates-arrr-us/,extras,Unclassified,,,857,crew; naval combat; sailing ship,discovery-indexed; contextual verification required
Dawnrunner,22,Siege Commander (Combat),https://www.d20pfsrd.com/feats/combat-feats/siege-commander-combat/,feats,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Combat,73,crew; siege engine,discovery-indexed; contextual verification required
Dawnrunner,22,The Deckfighter,https://www.d20pfsrd.com/classes/hybrid-classes/brawler/archetypes/brawler-archetypes-paizo-fans-united/the-deckfighter-brawler-archetype/,classes,Paizo,Paizo Inc.,Wayfinder #17,771,boarding; crew,discovery-indexed; contextual verification required
Dawnrunner,21,Crew with the Dead,https://www.d20pfsrd.com/magic/3rd-party-spells/frog-god-games/crew-with-the-dead/,magic,Third-party,,,187,crew; profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,21,General Feats,https://www.d20pfsrd.com/feats/general-feats/,feats,Unclassified,,,23581,profession (sailor),discovery-indexed; contextual verification required
Dawnrunner,21,Legendary Fighter Weapon Groups,https://www.d20pfsrd.com/classes/3rd-party-classes/legendary-games/legendary-fighter/legendary-fighter-weapon-groups/,classes,Third-party,,,2483,boarding; siege engine,discovery-indexed; contextual verification required
Demidius,153,General Feats,https://www.d20pfsrd.com/feats/general-feats/,feats,Unclassified,,,23581,caster level check; charisma; counterspell; dispel; divine boon; followers; fortune; leadership; profession (sailor); reroll,discovery-indexed; contextual verification required
Demidius,142,Legendary Cleric Domains,https://www.d20pfsrd.com/classes/3rd-party-classes/legendary-games/legendary-cleric/legendary-cleric-domains/,classes,Third-party,Legendary Games,Legendary Clerics,18250,caster level check; charisma; counterspell; dispel; followers; fortune; leadership; luck bonus; oracle; reroll,discovery-indexed; contextual verification required
Demidius,134,Spell Variants,https://www.d20pfsrd.com/magic/3rd-party-spells/rogue-genius-games-3rd-party-spells/spell-variants/,magic,Third-party,"Super Genius Games. Author: Owen K.C. Stephens The Genius Guide To: Another 110 Spell Variants. Copyright 2011, Super Genius Games. Author: Owen K.C. Stephens T",The Genius Guide To: 111 Spell Variants,20098,caster level check; charisma; counterspell; dispel; followers; fortune; oracle; reroll,discovery-indexed; contextual verification required
Demidius,126,Legendary Warpriest Domains,https://www.d20pfsrd.com/classes/3rd-party-classes/legendary-games/legendary-warpriest/legendary-warpriest-domains/,classes,Third-party,Legendary Games,"Legendary Prestige,",19124,caster level check; charisma; counterspell; dispel; followers; fortune; leadership; luck bonus; reroll,discovery-indexed; contextual verification required
Demidius,123,Noble Wild WIP material,https://www.d20pfsrd.com/extras/community-creations/caedwyr-s-lab/noble-wild-wip-material/,extras,Community,,,34199,caster level check; charisma; counterspell; dispel; followers; fortune; leadership; luck bonus; oracle,discovery-indexed; contextual verification required
Demidius,108,Adept Godling,https://www.d20pfsrd.com/classes/3rd-party-classes/rogue-genius-games/adept-godling/,classes,Third-party,"Rogue Genius Games. Author: Owen K.C. Stephens The Genius Guide to Mystic Godlings. Copyright 2010, Rogue Genius Games. Author: Owen K.C. Stephens The Genius Gu",The Genius Guide to the Godling,12880,artifact; caster level check; charisma; dispel; followers; leadership; luck bonus; oracle; reroll,discovery-indexed; contextual verification required
Demidius,108,Eldritch Godling,https://www.d20pfsrd.com/classes/3rd-party-classes/rogue-genius-games/eldritch-godling/,classes,Third-party,"Super Genius Games. Author: Owen K.C. Stephens The Genius Guide to Mystic Godlings. Copyright 2010, Super Genius Games. Author: Owen K.C. Stephens The Genius Gu",The Genius Guide to the Godling,13016,artifact; caster level check; charisma; dispel; followers; leadership; luck bonus; oracle; reroll,discovery-indexed; contextual verification required
Demidius,107,Intrigue,https://www.d20pfsrd.com/gamemastering/other-rules/intrigue/,gamemastering,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Ultimate Intrigue,52723,artifact; caster level check; charisma; dispel; followers; fortune; leadership; oracle; reroll,discovery-indexed; contextual verification required
Demidius,102,Hazards and Disasters – Rite Publishing,https://www.d20pfsrd.com/gamemastering/afflictions/hazards-and-disasters-rite-publishing/,gamemastering,Third-party,,101 Hazards and Disasters,32412,caster level check; charisma; counterspell; dispel; fortune; profession (sailor),discovery-indexed; contextual verification required
Demidius,98,Feat Tree,https://www.d20pfsrd.com/feats/feat-tree/,feats,Unclassified,,,16765,caster level check; charisma; counterspell; dispel; followers; fortune; leadership; reroll,discovery-indexed; contextual verification required
Demidius,97,Simple Monster Creation,https://www.d20pfsrd.com/gamemastering/other-rules/unchained-rules/simple-monster-creation/,gamemastering,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Pathfinder Unchained,41614,caster level check; charisma; dispel; fortune; luck bonus; oracle; reroll,discovery-indexed; contextual verification required
Demidius,95,Artifacts,https://www.d20pfsrd.com/alternative-rule-systems/paizo-rules-systems/mythic/mythic-magic-items/artifacts/,alternative-rule-systems,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Mythic Adventures,10410,artifact; caster level check; charisma; counterspell; dispel; fortune; luck bonus,discovery-indexed; contextual verification required
Demidius,95,Using The Spheres,https://www.d20pfsrd.com/magic/variant-magic-rules/spheres-of-power/using-the-spheres/,magic,Unclassified,"Drop Dead Studios LLC, Author Adam Meyers",Spheres of Power,41520,artifact; caster level check; charisma; counterspell; dispel; luck bonus; oracle; reroll,discovery-indexed; contextual verification required
Demidius,92,Magic,https://www.d20pfsrd.com/magic/,magic.html,Unclassified,"Orphaned Bookworm Productions, LLC, Author: Connor Bates","Good Hope - Crushing Despair,",24874,artifact; caster level check; charisma; counterspell; dispel; fortune; oracle,discovery-indexed; contextual verification required
Demidius,92,Occult Rewards,https://www.d20pfsrd.com/alternative-rule-systems/paizo-rules-systems/occult-adventures/occult-rules/occult-rewards/,alternative-rule-systems,Paizo,Paizo Inc.,,17117,artifact; caster level check; charisma; dispel; followers; fortune; luck bonus,discovery-indexed; contextual verification required
Demidius,89,Dispel Magic,https://www.d20pfsrd.com/magic/all-spells/d/dispel-magic/,magic,Paizo,Paizo Inc.,Pathfinder Roleplaying Game Core Rulebook,1127,artifact; caster level check; counterspell; dispel; oracle,discovery-indexed; contextual verification required
Demidius,86,Oracle Curses,https://www.d20pfsrd.com/classes/base-classes/oracle/oracle-curses/,classes,Unclassified,,,9408,caster level check; charisma; dispel; fortune; luck bonus; oracle,discovery-indexed; contextual verification required
Demidius,84,Feats,https://www.d20pfsrd.com/feats/,feats,Unclassified,,,8134,counterspell; dispel; fortune; leadership,discovery-indexed; contextual verification required
Demidius,84,Kobold Press/Open Design,https://www.d20pfsrd.com/magic/3rd-party-spells/kobold-press-open-design/,magic,Third-party,,,25930,artifact; dispel; fortune; luck bonus; oracle; reroll,discovery-indexed; contextual verification required
